EDA_Mean,EDA_Min,EDA_Max,EDA_Std,EDA_Kurtosis,EDA_Skew,EDA_Num_Peaks,EDA_Amphitude,EDA_Duration,HR_Mean,HR_Min,HR_Max,HR_Std,HR_RMS,temp_Mean,temp_Min,temp_Max,temp_Std,temp_rms,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,window_start_sec,start_unix,end_unix,label
0.046125125,0.042281,0.048688,0.0018343748143100419,-1.1554500460261996,-0.25531904345807366,0,0.0,0.0,69.495,69.3,69.93,0.21740515173288957,0.09580071908800031,34.719,34.68,34.73,0.015779733838058117,0.010253204627246134,818.75,130.97689840833254,,,,,,,220.0482309820584,231.75620272173947,0.15997178431552067,0.26876119814602556,875.0,104.2453125,0.1191375,218.75,0.5952190473142759,684.375,925.0,90.0,90.0,593.75,953.125,5.0,328.125,590.0,1604146860.0,1604146870.0,2
0.045868824999999995,0.042281,0.048688,0.0018164342664613545,-0.8367142025081487,-0.2758102754156852,4,0.023064,23.833767011009396,69.94200000000001,69.38,70.45,0.3288403868140302,0.1254768681647923,34.702000000000005,34.68,34.73,0.019390719429664683,0.011435437497936789,812.5,81.18988160479113,,,,,,,110.347241342387,117.94768319463567,0.09992600812897369,0.1358119893444763,781.25,69.496875,0.08895600000000001,140.625,0.735767207381959,743.75,896.875,66.66666666666666,88.88888888888889,718.75,937.5,9.0,0.0,595.0,1604146865.0,1604146875.0,2
0.045388399999999995,0.039719,0.048688,0.001982422770248566,-0.16307863769813125,-0.4466743046011318,5,0.025624999999999988,34.5007806401249,70.63000000000001,70.05,71.35,0.45088801270381806,0.15549205052920786,34.67999999999999,34.66,34.71,0.01732050807569025,0.007337993857054203,761.3636363636364,229.22369297359847,,,,,,,329.27625417345234,346.2072840177463,0.30106992509965175,0.43248224428751947,796.875,138.99375,0.1744235294117647,164.0625,0.6961440130233341,703.125,906.25,72.72727272727273,90.9090909090909,125.0,953.125,11.0,0.0,600.0,1604146870.0,1604146880.0,2
0.045100175,0.039719,0.048688,0.002069754066157378,-0.46247703713418,-0.2548220438343981,2,0.015376,15.666666666666664,71.228,70.67,71.5,0.2616027522790988,0.12618328820498428,34.665,34.65,34.68,0.01024695076596068,0.005991446895153413,806.8181818181819,170.63082740631492,,,,,,,259.86399688106087,273.4250989251393,0.2114860959402213,0.3220849538807515,734.375,69.496875,0.0946340425531915,234.375,0.6566158815929097,687.5,953.125,72.72727272727273,90.9090909090909,546.875,1109.375,5.5,140.625,605.0,1604146875.0,1604146885.0,2
0.04570877499999999,0.041,0.0615,0.003143371068514661,13.230837122214133,3.0390515219069334,0,0.0,0.0,71.29100000000001,71.03,71.5,0.14590750494748247,0.07453559924999299,34.661,34.65,34.68,0.007000000000000537,0.005063696835418765,857.6388888888889,171.24252315389163,,,,,,,262.6208799058064,276.970164635497,0.19966739541830278,0.30621381948531273,875.0,254.82187499999998,0.29122499999999996,343.75,0.6520522024574389,696.875,1046.875,77.77777777777779,88.88888888888889,671.875,1093.75,4.5,203.125,610.0,1604146880.0,1604146890.0,2
0.045997025,0.041,0.0615,0.0030561490023189317,13.89203245135829,3.0916214304219283,2,0.007685999999999998,13.500000000000007,70.92800000000003,70.57,71.25,0.2529743069957926,0.09428090415820718,34.67100000000001,34.66,34.71,0.01577973383806109,0.00877058019307104,935.7638888888889,299.0712802031668,,,,,,,477.8415213554071,507.94126114816237,0.319601219660527,0.510643258442884,875.0,254.82187499999998,0.29122499999999996,343.75,0.6258796417583073,690.625,1140.625,88.88888888888889,88.88888888888889,609.375,1515.625,9.0,0.0,615.0,1604146885.0,1604146895.0,2
0.045100125000000005,0.039719,0.047406,0.0019045048593729025,-0.06617918718043692,-0.5737650558075998,2,0.01281199999999999,17.833897083850175,70.597,70.4,70.88,0.13682470537150598,0.08692269873603238,34.672000000000004,34.65,34.71,0.016613247725837464,0.010000000000000927,859.375,230.30317145286992,,,,,,,334.93673609728154,353.25732350107455,0.26798914496333953,0.38974456564047305,890.625,324.31874999999997,0.3641473684210526,250.0,0.6876020054903113,659.375,996.8750000000001,88.88888888888889,88.88888888888889,609.375,1281.25,4.5,312.5,620.0,1604146890.0,1604146900.0,2
0.044779849999999996,0.039719,0.047406,0.001877389551345165,-0.5444069747831031,-0.15211234980440538,4,0.01665699999999999,26.500390320062447,70.67,70.4,70.98,0.19804039991880373,0.08589399151149957,34.657000000000004,34.65,34.68,0.009000000000000025,0.005310850045438259,909.7222222222222,243.79228621809276,,,,,,,365.98039618349094,390.7979527832171,0.2679854138580562,0.4022990614536084,890.625,301.153125,0.3381368421052631,343.75,0.6661348224123541,712.5,1100.0,88.88888888888889,88.88888888888889,593.75,1359.375,9.0,0.0,625.0,1604146895.0,1604146905.0,2
0.044875925,0.042281,0.047406,0.0018451252990989524,-1.4949711510002386,0.3075055088869253,4,0.012813999999999992,39.666753381893855,70.98300000000002,70.67,71.2,0.17361163555476378,0.07125852775477305,34.653,34.65,34.66,0.004582575694954928,0.003580574370196452,1023.4375,306.9825422560703,,,,,,,408.8174365515388,423.40166888462505,0.2999524077005878,0.3994552051801295,984.375,324.31874999999997,0.32946666666666663,453.125,0.750903740421477,818.75,1315.625,75.0,75.0,546.875,1421.875,8.0,0.0,630.0,1604146900.0,1604146910.0,2
0.04510014999999999,0.042281,0.047406,0.0017471317430291279,-1.55127644178132,0.1677737278868976,4,0.010248999999999994,25.749999999999996,71.19699999999999,71.02,71.35,0.09349331526906053,0.04384315479321942,34.650999999999996,34.63,34.66,0.008306623862916421,0.00577350269189511,904.6875,215.684120317061,,,,,,,400.90636245678786,425.2214241411304,0.2384073177943334,0.44314347490905737,851.5625,92.6625,0.10881467889908256,144.53125,0.5379912630853015,796.875,1012.5,90.0,90.0,546.875,1265.625,5.0,250.0,635.0,1604146905.0,1604146915.0,2
0.045132175,0.042281,0.047406,0.001753870389844985,-1.5809924659522139,0.11612827649404181,2,0.010249999999999995,14.6671870934166,71.28999999999999,71.2,71.37,0.056568542494922346,0.03605551275463907,34.638999999999996,34.63,34.66,0.011357816691598289,0.005063696835417326,831.25,114.06131087660219,,,,,,,194.11088701650235,205.6797145206055,0.13721661458839363,0.23351685656120583,851.5625,92.6625,0.10881467889908256,121.09375,0.5876090343500685,778.125,921.875,70.0,70.0,593.75,968.75,5.0,203.125,640.0,1604146910.0,1604146920.0,2
0.04519615,0.042281,0.047406,0.0018782356687860014,-1.514763320674245,-0.14907979871513588,7,0.032031999999999984,74.00069385720434,71.23599999999999,71.12,71.37,0.08651011501552677,0.029999999999999555,34.620000000000005,34.61,34.63,0.010000000000001563,0.0032025630761022437,821.875,99.15003361908994,,,,,,,130.62433545817137,135.76677497642785,0.12063882417531856,0.15893455264872564,812.5,92.6625,0.11404615384615384,113.28125,0.7590471811497931,756.25,890.625,70.0,70.0,671.875,1015.625,5.0,109.375,645.0,1604146915.0,1604146925.0,2
0.045004,0.038438,0.047406,0.0019043032846686998,1.450025896608011,-1.0372045742337168,6,0.026906999999999986,69.7921517854976,71.125,71.05,71.22,0.047592016137165724,0.024267032964267143,34.604000000000006,34.59,34.61,0.009165151389909858,0.005547001962251188,768.4659090909091,221.61276116029714,,,,,,,275.682746218366,290.366335009664,0.2883833343010151,0.35874427604016573,859.375,115.828125,0.13478181818181817,179.6875,0.803868810073299,703.125,890.625,72.72727272727273,72.72727272727273,171.875,1000.0,5.5,687.5,650.0,1604146920.0,1604146930.0,2
